Author Name,WORK IDs,CTS-URN/s,# of translations,Edition Title,Editor; Translator,Publisher,Date,Original File Name/Location,Addiional File location/locations,Source Edition LInk,Translation Language,Worldcat Link,Work/s Split Up/Renamed in Branch,New File Name/s,Notes,TOC,Additional TOC
"Catullus, Tibullus, Corpus Tibullianum (Lygdamus, Messallae Panegyristae, Sulpicia), Propertius",472.1  660.1 stoa0183.stoa001 660.4 stoa0269.stoa002 620.1,urn:cts:latinLit:phi0472.phi001.ogl-fre2 urn:cts:latinLit:phi0472.phi001.ogl-lat1 urn:cts:latinLit:phi0660.phi001.ogl-fre1 urn:cts:latinLit:phi0660.phi001.ogl-lat1 urn:cts:latinLit:stoa0183.stoa001.ogl-fre1 urn:cts:latinLit:stoa0183.stoa001.ogl-lat1 urn:cts:latinLit:phi0660.phi004.ogl-fre1  urn:cts:latinLit:phi0660.phi004.ogl-lat1  urn:cts:latinLit:stoa0269.stoa002.ogl-fre1 urn:cts:latinLit:stoa0269.stoa002.ogl-lat1 urn:cts:latinLit:phi0620.phi001.ogl-fre1 urn:cts:latinLit:phi0620.phi001.ogl-lat1,6,"Oeuvres de Catulle, Tibulle et Properce","Genouille, J., b. 1805., HeÌguin de Guerle, Charles;  Valatour, A.  


                                  
                                                             
                                                             
                                                             
                                                                
                                                             
                        
",Garnier Frerers,1860?,catullus_tibullus_propertius_nd.xml,,https://hdl.handle.net/2027/uc1.$b311016,French & Latin,http://www.worldcat.org/oclc/612314879,,,,,
"Catullus; Vigil of Venus, Tibullus;  Corpus Tibullianum (Lygdamus, Messallae Panegyristae; Sulpicia)",472.1 stoa0338.stoa001 660.1 stoa0183.stoa001 660.4 stoa0269.stoa002,urn:cts:latinLit:phi0472.phi001.ogl-eng1 urn:cts:latinLit:stoa0338.stoa001.ogl-eng1 urn:cts:latinLit:phi0660.phi001.ogl-eng1 urn:cts:latinLit:stoa0183.stoa001.ogl-eng1 urn:cts:latinLit:phi0660.phi004.ogl-eng1  urn:cts:latinLit:stoa0269.stoa002.ogl-eng1,6,The Poems of Catullus and Tibullus and the Vigil of Venus,"Kelly, Walter K. (Walter Keating), -1867",Bell ,1910,catullus_tibullus_1910,,http://www.archive.org/details/poemsofcatullust00catuuoft,English,,,,,,
Chariton,0554.001,urn:cts:greekLit:tlg0554.tlg001.ogl-eng1,1,The Loves of Chaereas and Callirrhoe (2 volumes),Unknown,T. Becket and P. A. De Hondt,1764,chariton_1764,,http://hdl.handle.net/2027/mdp.39015031446852 (Vol 1)  http://hdl.handle.net/2027/mdp.39015031446845 (Vol 2),English,,,,,,
Chariton,0554.001,urn:cts:greekLit:tlg0554.tlg001.ogl-ita1,1,Le Avventure di Cherea e Calliroe,"Calderini, Aristide, 1883-1968"," Felli Bocca,",1913,chariton_1913.xml,,https://hdl.handle.net/2027/mdp.39015004960285,Italian ,http://www.worldcat.org/oclc/459208755,,,,,
Cicero,474.55 474.58 474.57 stoa0087.stoa060a 474.51 474.52,urn:cts:latinLit:phi0474.phi055.ogl-eng1 urn:cts:latinLit:phi0474.phi058.ogl-eng1 urn:cts:latinLit:phi0474.phi057.ogl-eng1 urn:cts:latinLit:phi0474.phi051.ogl-eng1 urn:cts:latinLit:phi0474.phi052.ogl-eng1 urn:cts:latinLit:stoa0087.stoa060a.ogl-eng1,6,"Three Books of Offices, or Moral Duties","Edmonds, Cyrus R.",Bell,1874,cicero_1874,,https://archive.org/details/cicerosthreeboo00cice,English,http://worldcat.org/oclc/10220316,,,This edition is in the catalog,,
Cicero,474.58 474.59 474.37 474.39,urn:cts:latinLit:phi0474.phi058.ogl-eng1 urn:cts:latinLit:phi0474.phi059.ogl-eng1 urn:cts:latinLit:phi0474.phi037.ogl-eng1 urn:cts:latinLit:phi0474.phi039.ogl-eng1,4,Cicero on Oratory and Orators (Letter to Quintus-Letter to Brutus-De Oratore-Brutus),"Watson, John Selby",Bell ,1896,cicero_1896,,http://www.archive.org/details/ciceroonoratoryo00ciceiala,English,,,,,,
Cicero,474.30 474.13 474.14 474.15,urn:cts:latinLit:phi0474.phi030.ogl-fre1  urn:cts:latinLit:phi0474.phi013.ogl-fre1  urn:cts:latinLit:phi0474.phi014.ogl-fre1 urn:cts:latinLit:phi0474.phi015.ogl-fre1 ,4,"Oeuvres Complètes de M. T. Cicéron,  Volume 11:   Oratio Pro Rabirio;  Orationes in Catilinam;  Pro Murena;  Pro Sulla","Naudet, Joseph, 1786-1878; Burnouf, Jean-Louis, 1775-1844;  Wailly, Alfred de 1800-1869; Auger, Athanase, 1734-1792",Werdet et Lequien fils,1826,cicero_11_1826.xml,,http://hdl.handle.net/2027/mdp.39015066947709,French,http://www.worldcat.org/oclc/490652425,,,,,
Cicero,474.56 474.57 474.58 474.59,urn:cts:latinLit:phi0474.phi056.ogl-ger1 urn:cts:latinLit:phi0474.phi057.ogl-ger1  urn:cts:latinLit:phi0474.phi058.ogl-ger1  urn:cts:latinLit:phi0474.phi059.ogl-ger1 ,4,"Cicero Werke, Volume 1: Part 1: Samtliche Briefe - Part 2: Sämtliche Briefe - Volume 2: Part 3: Sämtliche Briefe  - Part 4: Sämtliche Briefe ","Mezger, Karl Ludwig Friedrich, 1810-", Langenscheidt,1855-1903,cicero_1855-1903_1,cicero_1855-1897_2,http://hdl.handle.net/2027/coo.31924087951699  (Vol 1) https://hdl.handle.net/2027/coo.31924087951707 (Vol 2),German,,,,No volume 3 or 4 in Github,,
Cicero,474.37 474.48 474.49 474.50 474.53 474.51 474.52 474.47,urn:cts:latinLit:phi0474.phi037.ogl-ger1 urn:cts:latinLit:phi0474.phi048.ogl-ger1 urn:cts:latinLit:phi0474.phi049.ogl-ger1 urn:cts:latinLit:phi0474.phi050.ogl-ger1 urn:cts:latinLit:phi0474.phi053.ogl-ger1 urn:cts:latinLit:phi0474.phi051.ogl-ger1 urn:cts:latinLit:phi0474.phi052.ogl-ger1,7,"CIcero Werke, Volume 5: Drei Bucher vom Redner - Volume 6:  Band I: Fünf Bücher von dem höchsten Gute und Übel (1861) - Band 2: Tusculanen (1883) - Volume 7:  Band 1: Vom dem Wesen der Götter (1863) - Band 2: Von der Weissagung (1868) -- Volume 8: Band 1: Cato oder von dem Greisenalter an Titus Pomponius Atticus (1878) - Band 2: Lälius oder Von der Freundschaft : an Titus Pomponius Atticus - Band 3: Paradoxe der Stoiker (1864)","Kühner, Raphael, 1802-1878", Langenscheidt,1855-1892,cicero_1855-1892_5,cicero_1861_6       cicero_1863_7        cicero_1878_8,http://hdl.handle.net/2027/coo.31924087951731 (Vol 5) http://hdl.handle.net/2027/coo.31924087951749 (Vol 6) https://hdl.handle.net/2027/coo.31924087951756 (Vol 7) https://hdl.handle.net/2027/coo.31924087951764 (Vol 8),German,https://www.worldcat.org/oclc/83906074,,,,,
Cicero,474.40 474.43 474.39 474.44 474.36 474.45,urn:cts:latinLit:phi0474.phi040.ogl-ger1 urn:cts:latinLit:phi0474.phi043.ogl-ger1 urn:cts:latinLit:phi0474.phi039.ogl-ger1 urn:cts:latinLit:phi0474.phi044.ogl-ger1 urn:cts:latinLit:phi0474.phi036.ogl-ger1 urn:cts:latinLit:phi0474.phi045.ogl-ger1,6,"Cicero Werke, Volume 9:  Band 1: Der Redner  (1870) - Band 2: Vom Staat - Band 3: Brutus (von den berühmten Rednern)- Cicero Werke, Volume 10:  Band 1: Drei Bücher über die Gesetze (Binder)  - Band 2: Rhetorik oder von der rhetorischen Erfindungskunst - Band 3:  Akademische Untersuchungen.","Sommerbrodt, Julius, 1813-1903; Binder, Wilhelm, 1810-1876., 

", Langenscheidt,1855-1893,cicero_1855-1893_9,cicero_1855-1893_10,http://hdl.handle.net/2027/coo.31924087951772 (Vol 9)  http://hdl.handle.net/2027/coo.31924087951780 (Vol 10),German,,,,,,
Cicero,474.2 474.9 474.35 474.14 474.15 474.16,urn:cts:latinLit:phi0474.phi002.ogl-ger1 urn:cts:latinLit:phi0474.phi009.ogl-ger1 urn:cts:latinLit:phi0474.phi035.ogl-ger1 urn:cts:latinLit:phi0474.phi014.ogl-ger1 urn:cts:latinLit:phi0474.phi015.ogl-ger1 urn:cts:latinLit:phi0474.phi016.ogl-ger1,6,"Cicero Werke, Volume 11:  Part 1: Rede für Sextus Roscius aus Ameria (3rd edition) - Part 2: Rede uber Gnäus Pompejus' Oberbefehl oder fur den manilischen Gesetzvorschlag- Part 3: Die Philippischen Reden (1-8) (Bahr) - Volume 12:  Book 1: Die Philippischen  (9-14)  - Book 2: Rede für Lucius Murena (Wendt-1869) - Book 3: Rede fur Publius Sulla (Binder 1869) - Book 4: Rede für den Dichter Aulus Licinius Archias (Binder 1880)","Siebelis, Johannes, 1817-1867; Bähr, Johann Christian Felix, 1798-1872; Wendt, Gustav, 1827-1912", Langenscheidt,1855-1892,cicero_1855-1892_11,cicero_1868_12,http://hdl.handle.net/2027/coo.31924087951798 (Volume 11) http://hdl.handle.net/2027/coo.31924087951806 (Volume 12),German,,,,,,
Cicero,474.32 474.33 474.34 474.18 474.19 474.13 474.4 474.5,urn:cts:latinLit:phi0474.phi032.ogl-ger1 urn:cts:latinLit:phi0474.phi033.ogl-ger1  urn:cts:latinLit:phi0474.phi034.ogl-ger1 urn:cts:latinLit:phi0474.phi018.ogl-ger1 urn:cts:latinLit:phi0474.phi019.ogl-ger1 urn:cts:latinLit:phi0474.phi013.ogl-ger1 urn:cts:latinLit:phi0474.phi004.ogl-ger1 urn:cts:latinLit:phi0474.phi005.ogl-ger1,8,"Cicero Werke, Volume 13: Part 1: Rede für Marcellus und Ligarius  (Binder) - Part 2: Rede für den König Dejotarus (Binder) -- Part 3: Reden nach seiner Rückkehr im Senat und vor dem Volk (Binder-1869)- Part 4: Vier Reden gegen Lucius Sergius Catilina (Binder)-Part 5-I Rede gegen Quintus Cäcilius Niger und erste Rede gegen Cajus Verres - Part 5-2: Zweite Rede Gegen Cajus Verres (Zweites Bandchen) -Volume 14:  Part 1: Zweite Rede Gegen Cajus Verres (Drittes Bandchen) - Part 2: Zweite Rede Gegen Cajus (Vierten Bandchen)  - Part 3:  Zweite Rede Gegen Cajus (Book 4)  (Funftes Bandchen) - Part 4: Zweite Rede Gegen Cajus (Book 5)  (Sechtes Bandchen) ","Binder, Wilhelm, 1810-1876., 

", Langenscheidt,1855-1892,cicero_1855-1892_13,cicero_1855-1892_14,http://hdl.handle.net/2027/coo.31924087951814 (Volume 13)  http://hdl.handle.net/2027/coo.31924087951822 (Volume 14),German,https://www.worldcat.org/oclc/699986442,,,,,
Cicero; Asconius,474.22 803.3 474.31 474.28 474.11 474.8 474.10 474.24 474.27 474.30,urn:cts:latinLit:phi0474.phi022.ogl-ger1 urn:cts:latinLit:phi0803.phi003.ogl-ger1  urn:cts:latinLit:phi0474.phi031.ogl-ger1 urn:cts:latinLit:phi0474.phi028.ogl-ger1 urn:cts:latinLit:phi0474.phi011.ogl-ger1 urn:cts:latinLit:phi0474.phi008.ogl-ger1 urn:cts:latinLit:phi0474.phi010.ogl-ger1 urn:cts:latinLit:phi0474.phi024.ogl-ger1 urn:cts:latinLit:phi0474.phi027.ogl-ger1 urn:cts:latinLit:phi0474.phi030.ogl-ger1,10,"Cicero Werke, Volume 15:  Part 1: Rede für Publius Sestius (Kochly 1871) - Part 2: Asconius in Miloniam - Rede für Milo (Kochly) - Part 3: Rede für Gnejus Plancius (Binder) - Volume 16:  Part 1: Drei Reden gegen den Volkstribun Publius Servilus Rullus über das Ackergesetz (De lege agraria-Binder) - Part 2:  Rede für Aulus Cäcina (Binder) - Part 3: Rede für Aulus Cluentius Avitus (Binder)  - Part 4: Rede für Marcus Cölius Rufus - Part 5: Rede gegen Lucius Piso - Part 6: Rede für Cajus Rabirius Postumus","KoÌchly, Hermann August Theodor; 1815-1876; Binder, Wilhelm, 1810-1876., 

", Langenscheidt,1871,cicero_1871_15,cicero_1855-1895_16,http://hdl.handle.net/2027/coo.31924087951830 (Vol 15) http://hdl.handle.net/2027/coo.31924087951848 (Vol 16),German,,,,,,
Cicero; Pliny the Younger,474.52 474.51 1318.1,urn:cts:latinLit:phi0474.phi051.ogl-eng2 urn:cts:latinLit:phi0474.phi052.ogl-eng2 urn:cts:latinLit:phi1318.phi001.ogl-eng1,3,Letters of Marcus Tullius Cicero: with his treatises on friendship and old age/ Letters of Gaius Plinius Caecilius Secundus  (Volume 9),"Melmoth, William, 1710?-1799., 
Shuckburgh, Evelyn S.,1843-1906",P.F. Collier,1909,cicero_plinyYounger_1909.xml,,http://hdl.handle.net/2027/uva.x004169480,English,,,,"I didn't put in the IDS for the Letters because there are simply short selections from all four letter collections, and we have all of these work in English",,
Demosthenes,0014.020 0014.021 0014.022 0014.023,urn:cts:greekLit:tlg0014.tlg020.ogl-eng1 urn:cts:greekLit:tlg0014.tlg021.ogl-eng1 urn:cts:greekLit:tlg0014.tlg022.ogl-eng1 urn:cts:greekLit:tlg0014.tlg023.ogl-eng1,4,"The Orations of Demosthenes Against the Law of Leptines, Midias, Androtion and Aristocrates","Kennedy, Charles Rann",Bell,1856,demosthenes_1856,,http://hdl.handle.net/2027/nnc1.0026506718,English,,,,,,
Demosthenes,,,0,The Orations of Demosthenes on the Crown and the Embassy (DUPLICATE),"Kennedy, Charles Rann",Bell,1865,demosthenes_1865,,http://hdl.handle.net/2027/uc1.32106005919532,English,,,,,,
Demosthenes,0014.018 0014.019,urn:cts:greekLit:tlg0014.tlg018.ogl-eng1 urn:cts:greekLit:tlg0014.tlg019.ogl-eng1,2,The Orations of Demosthenes on the Crown and the Embassy,"Kennedy, Charles Rann",Bell,1855,demosthenes_1855,,https://archive.org/details/orationstranslat02demouoft,English,,,,,,
Demosthenes,0014.024 0014.025 0014.026 0014.027 0014.028 0014.029 0014.030 0014.031 0014.032 0014.033 0014.034 0014.035 0014.036 0014.037 0014.038 0014.039 0014.040 0014.041 0014.042,urn:cts:greekLit:tlg0014.tlg024.ogl-eng1 urn:cts:greekLit:tlg0014.tlg025.ogl-eng1 urn:cts:greekLit:tlg0014.tlg026.ogl-eng1 urn:cts:greekLit:tlg0014.tlg027.ogl-eng1 urn:cts:greekLit:tlg0014.tlg028.ogl-eng1 urn:cts:greekLit:tlg0014.tlg029.ogl-eng1 urn:cts:greekLit:tlg0014.tlg030.ogl-eng1 urn:cts:greekLit:tlg0014.tlg031.ogl-eng1 urn:cts:greekLit:tlg0014.tlg032.ogl-eng1 urn:cts:greekLit:tlg0014.tlg033.ogl-eng1 urn:cts:greekLit:tlg0014.tlg034.ogl-eng1 urn:cts:greekLit:tlg0014.tlg035.ogl-eng1 urn:cts:greekLit:tlg0014.tlg036.ogl-eng1 urn:cts:greekLit:tlg0014.tlg037.ogl-eng1 urn:cts:greekLit:tlg0014.tlg038.ogl-eng1 urn:cts:greekLit:tlg0014.tlg039.ogl-eng1 urn:cts:greekLit:tlg0014.tlg040.ogl-eng1 urn:cts:greekLit:tlg0014.tlg041.ogl-eng1 urn:cts:greekLit:tlg0014.tlg042.ogl-eng1,19,"The Orations of Demosthenes Against Timocrates, Aristogiton, Aphobus, Onetor, Zenothemis, Apaturius, Phormio, Lacritus, Pantaenetus, Nausimachus, Boeotus, Spudias, Phaenippus, and For Phormio.","Kennedy, Charles Rann",Bell,1877,demosthenes_1877,,https://archive.org/stream/orationsdemosth02kenngoog,English,,,,,,
Demosthenes,0014.043 0014.044 0014.045 0014.046 0014.047 0014.048 0014.049 0014.050 0014.051 0014.052 0014.053 0014.054 0014.055 0014.056 0014.057 0014.058 0014.059 0014.060 0014.061 0014.062  0014.063 0014.064,urn:cts:greekLit:tlg0014.tlg043.ogl-eng1 urn:cts:greekLit:tlg0014.tlg044.ogl-eng1 urn:cts:greekLit:tlg0014.tlg045.ogl-eng1 urn:cts:greekLit:tlg0014.tlg046.ogl-eng1 urn:cts:greekLit:tlg0014.tlg047.ogl-eng1 urn:cts:greekLit:tlg0014.tlg048.ogl-eng1 urn:cts:greekLit:tlg0014.tlg049.ogl-eng1 urn:cts:greekLit:tlg0014.tlg050.ogl-eng1 urn:cts:greekLit:tlg0014.tlg051.ogl-eng1 urn:cts:greekLit:tlg0014.tlg052.ogl-eng1 urn:cts:greekLit:tlg0014.tlg053.ogl-eng1 urn:cts:greekLit:tlg0014.tlg054.ogl-eng1 urn:cts:greekLit:tlg0014.tlg055.ogl-eng1 urn:cts:greekLit:tlg0014.tlg056.ogl-eng1 urn:cts:greekLit:tlg0014.tlg057.ogl-eng1 urn:cts:greekLit:tlg0014.tlg058.ogl-eng1 urn:cts:greekLit:tlg0014.tlg059.ogl-eng1 urn:cts:greekLit:tlg0014.tlg060.ogl-eng1 urn:cts:greekLit:tlg0014.tlg061.ogl-eng1 urn:cts:greekLit:tlg0014.tlg062.ogl-eng1 urn:cts:greekLit:tlg0014.tlg063.ogl-eng1 urn:cts:greekLit:tlg0014.tlg064.ogl-eng1,22,"The orations against Macartatus, Leochares, Stephanus I, Stephanus II, Euergus and Mnesibulus, Olympiodorus, Timotheus,  Polycles, Callicles, Nicostratus, Conon, Callippus, Dionysodorus, Eubu̇lides, Theocrines, Neaera, and for the naval crown; the funeral  oration; the erotic oration; or, panegyric upon Epicrates; exordia; the epistles","Kennedy, Charles Rann",Bell,1902,demosthenes_1902,,https://archive.org/stream/orationsdemosth03demogoog,English,,,,,,
Demosthenes; Aeschines,0026.003 0014.018 0014.014 0014.016 0014.015 0014.004 0014.001 0014.002 0014.003 0014.005 0014.006 0014.008 0014.009 0014.010 0014.011 0014.012 0014.007 ,urn:cts:greekLit:tlg0026.tlg003.ogl-fre1 urn:cts:greekLit:tlg0014.tlg018.ogl-fre1  urn:cts:greekLit:tlg0014.tlg014.ogl-fre1 urn:cts:greekLit:tlg0014.tlg016.ogl-fre1 urn:cts:greekLit:tlg0014.tlg015.ogl-fre1  urn:cts:greekLit:tlg0014.tlg004.ogl-fre1 urn:cts:greekLit:tlg0014.tlg001.ogl-fre1 urn:cts:greekLit:tlg0014.tlg002.ogl-fre1 urn:cts:greekLit:tlg0014.tlg003.ogl-fre1 urn:cts:greekLit:tlg0014.tlg005.ogl-fre1 urn:cts:greekLit:tlg0014.tlg006.ogl-fre1 urn:cts:greekLit:tlg0014.tlg008.ogl-fre1 urn:cts:greekLit:tlg0014.tlg009.ogl-fre1 urn:cts:greekLit:tlg0014.tlg010.ogl-fre1 urn:cts:greekLit:tlg0014.tlg011.ogl-fre1 urn:cts:greekLit:tlg0014.tlg012.ogl-fre1 urn:cts:greekLit:tlg0014.tlg007.ogl-fre1,17,Œuvres Politiques de Démosthène (2 vols),"Plougoulm, Pierre-Ambroise 1796-1863",Hachette,"1863, 1861",demosthenes_1_1863.xml,demosthenes_2_1861.xml,http://hdl.handle.net/2027/uc1.b3058022 (Vol 1) https://hdl.handle.net/2027/uc1.b3058023 (Vol 2),French,http://www.worldcat.org/oclc/29639500,,,,,
Demosthenes;Aeschines,0026.001 0026.002 0026.003 0026.004 0014.001 to 0014.064,urn:cts:greekLit:tlg0026.tlg001.ogl-fre1 urn:cts:greekLit:tlg0026.tlg002.ogl-fre1 urn:cts:greekLit:tlg0026.tlg003.ogl-fre2 urn:cts:greekLit:tlg0026.tlg004.ogl-fre1 urn:cts:greekLit:tlg0014.tlg001.ogl-fre2  urn:cts:greekLit:tlg0014.tlg002.ogl-fre2 urn:cts:greekLit:tlg0014.tlg003.ogl-fre2 urn:cts:greekLit:tlg0014.tlg004.ogl-fre2 urn:cts:greekLit:tlg0014.tlg005.ogl-fre2 urn:cts:greekLit:tlg0014.tlg006.ogl-fre2 urn:cts:greekLit:tlg0014.tlg007.ogl-fre2 urn:cts:greekLit:tlg0014.tlg008.ogl-fre2 urn:cts:greekLit:tlg0014.tlg009.ogl-fre2 urn:cts:greekLit:tlg0014.tlg010.ogl-fre2 urn:cts:greekLit:tlg0014.tlg011.ogl-fre2 urn:cts:greekLit:tlg0014.tlg012.ogl-fre2 urn:cts:greekLit:tlg0014.tlg013.ogl-fre1 urn:cts:greekLit:tlg0014.tlg014.ogl-fre2 urn:cts:greekLit:tlg0014.tlg015.ogl-fre2 urn:cts:greekLit:tlg0014.tlg016.ogl-fre2 urn:cts:greekLit:tlg0014.tlg017.ogl-fre1 urn:cts:greekLit:tlg0014.tlg018.ogl-fre2 urn:cts:greekLit:tlg0014.tlg019.ogl-fre1 urn:cts:greekLit:tlg0014.tlg020.ogl-fre1 urn:cts:greekLit:tlg0014.tlg021.ogl-fre1 urn:cts:greekLit:tlg0014.tlg022.ogl-fre1 urn:cts:greekLit:tlg0014.tlg023.ogl-fre1 urn:cts:greekLit:tlg0014.tlg024.ogl-fre1 urn:cts:greekLit:tlg0014.tlg025.ogl-fre1 urn:cts:greekLit:tlg0014.tlg026.ogl-fre1 urn:cts:greekLit:tlg0014.tlg027.ogl-fre1 urn:cts:greekLit:tlg0014.tlg028.ogl-fre1  urn:cts:greekLit:tlg0014.tlg029.ogl-fre1 urn:cts:greekLit:tlg0014.tlg030.ogl-fre1 urn:cts:greekLit:tlg0014.tlg031.ogl-fre1 urn:cts:greekLit:tlg0014.tlg032.ogl-fre1 urn:cts:greekLit:tlg0014.tlg033.ogl-fre1 urn:cts:greekLit:tlg0014.tlg034.ogl-fre1 urn:cts:greekLit:tlg0014.tlg035.ogl-fre1 urn:cts:greekLit:tlg0014.tlg036.ogl-fre1 urn:cts:greekLit:tlg0014.tlg037.ogl-fre1 urn:cts:greekLit:tlg0014.tlg038.ogl-fre1 urn:cts:greekLit:tlg0014.tlg039.ogl-fre1 urn:cts:greekLit:tlg0014.tlg040.ogl-fre1 urn:cts:greekLit:tlg0014.tlg041.ogl-fre1 urn:cts:greekLit:tlg0014.tlg042.ogl-fre1 urn:cts:greekLit:tlg0014.tlg043.ogl-fre1 urn:cts:greekLit:tlg0014.tlg044.ogl-fre1 urn:cts:greekLit:tlg0014.tlg045.ogl-fre1 urn:cts:greekLit:tlg0014.tlg046.ogl-fre1 urn:cts:greekLit:tlg0014.tlg047.ogl-fre1 urn:cts:greekLit:tlg0014.tlg048.ogl-fre1 urn:cts:greekLit:tlg0014.tlg049.ogl-fre1 urn:cts:greekLit:tlg0014.tlg050.ogl-fre1 urn:cts:greekLit:tlg0014.tlg051.ogl-fre1 urn:cts:greekLit:tlg0014.tlg052.ogl-fre1 urn:cts:greekLit:tlg0014.tlg053.ogl-fre1 urn:cts:greekLit:tlg0014.tlg054.ogl-fre1 urn:cts:greekLit:tlg0014.tlg055.ogl-fre1 urn:cts:greekLit:tlg0014.tlg056.ogl-fre1 urn:cts:greekLit:tlg0014.tlg057.ogl-fre1 urn:cts:greekLit:tlg0014.tlg058.ogl-fre1 urn:cts:greekLit:tlg0014.tlg059.ogl-fre1 urn:cts:greekLit:tlg0014.tlg060.ogl-fre1 urn:cts:greekLit:tlg0014.tlg061.ogl-fre1 urn:cts:greekLit:tlg0014.tlg062.ogl-fre1 urn:cts:greekLit:tlg0014.tlg063.ogl-fre1 urn:cts:greekLit:tlg0014.tlg064.ogl-fre1,68,Œuvres Complètes de Démosthène et d’Eschine,"Stiévenart, Jean-François, 1794-1860",Didot,1861,demosthenes_aeschynes_1861.xml,,http://hdl.handle.net/2027/uc1.b4517644,French,,,,,,
Demosthenes,0014.001 0014.002 0014.003 0014.004 0014.005 0014.005 0014.008 0014.009 0026.003 0014.008 0014.020 0014.021,urn:cts:greekLit:tlg0014.tlg001.ogl-ger1 urn:cts:greekLit:tlg0014.tlg002.ogl-ger1 urn:cts:greekLit:tlg0014.tlg003.ogl-ger1 urn:cts:greekLit:tlg0014.tlg004.ogl-ger1  urn:cts:greekLit:tlg0014.tlg005.ogl-ger1 urn:cts:greekLit:tlg0014.tlg006.ogl-ger1 urn:cts:greekLit:tlg0014.tlg007.ogl-ger1 urn:cts:greekLit:tlg0014.tlg008.ogl-ger1  urn:cts:greekLit:tlg0026.tlg003.ogl-ger1 urn:cts:greekLit:tlg0014.tlg008.ogl-ger1 urn:cts:greekLit:tlg0014.tlg020.ogl-ger1 urn:cts:greekLit:tlg0014.tlg021.ogl-ger1,12,Demosthenes ausgewählte Reden:  Volume 1: Philippische Reden-1856 (Olynthische Reden. Erste Rede gegen Philippos. Rede vom Frieden. Zweite Rede gegen  Philippos. Rede über die Angelegenheiten im Chersonesos. Dritte gegen Philippos)- Volume 2: Aeschines und Demosthenes Reden gegen u. für Ktesiphon vom Kranze (1859) -Volume 3: Reden gegen Leptines und Meidias (1863),"Westermann, Anton, 1806-1869.",Hoffmann,1856,demosthenes_1856_1.xml,,http://hdl.handle.net/2027/nnc1.0036742333,German,,,,,,
Demosthenes,0014.004 0014.006 0014.009,urn:cts:greekLit:tlg0014.tlg004.ogl-grc1  urn:cts:greekLit:tlg0014.tlg006.ogl-grc1 urn:cts:greekLit:tlg0014.tlg009.ogl-grc1,0,Demostene.  Le tre orazioni contro Filippo,"Bassi, Domenico, 1859-1942",Loescher,1902,demosthenes_1902.xml,,https://hdl.handle.net/2027/uc1.$b290183,Greek ,,,,Greek edition with Italian notes. Not tranlsated into Italian.,,
Diodorus Siculus,0060.001,urn:cts:greekLit:tlg0060.tlg001.opp-ita1,1,Delle antiche historie favolose,"Giolito de' Ferrari, Gabriele",Appresso Gabriel Giolito de Ferrari.,1547,diodorusSiculus_1547.xml,,https://hdl.handle.net/2027/uc1.31822009493354,Italian ,,,,,,
Diodorus Siculus,0060.001,urn:cts:greekLit:tlg0060.tlg001.opp-ita2,1,"Biblioteca storica di Diodoro Siculo (7 volumes)-Vol 1 (Book 1-2) -Vol 2 (Book 3-5)- Vol 3 (Fragments Book 6-10, Book XI-XII) - Vol 4: (Book 13-14) - Vol 5: (Book 15-16) - Vol 6:  (Book 17-19)- Vol 7:  Book 21 and Fragments","Compagnoni, Guiseppe, 1754-1833",G.B. Sonzogno,1820-1822,diodorusSiculus_1_1820.xml,diodorusSiculus_2_1820.xml diodorusSiculus_3_1820.xml diodorusSiculus_5_1821.xml diodorusSiculus_6_1822.xml diodorusSiculus_7_1822.xml,https://hdl.handle.net/2027/uc1.b3013186  (Vol 1) https://hdl.handle.net/2027/uc1.b3013187 (Vol 2) https://hdl.handle.net/2027/uc1.b3013188 (Vol 3) https://hdl.handle.net/2027/uc1.b3013189 (Vol 4) https://hdl.handle.net/2027/uc1.b3013190 (Vol 5) https://hdl.handle.net/2027/uc1.b3013191 (Vol 6) https://hdl.handle.net/2027/uc1.b3013192 (vol 7),Italian ,,,,diodorusSiculus_3_1820 2.xml  (Duplicate of volume 3).  Missing Volume 4,https://catalog.hathitrust.org/Record/007911111,
Diodorus Siculus ,0060.001,urn:cts:greekLit:tlg0060.tlg001.opp-fre1,1,Bibliothèque historique (7 volumes),"Miot, André François (1762-1841)",L'Imprimerie Royale,1834-1838, diodorusSiculus_1_1834.xml,diodorusSiculus_2_1834.xml diodorusSiculus_5_1837.xml diodorusSiculus_6_1837.xml diodorusSiculus_7_1838.xml,https://hdl.handle.net/2027/uc1.b3013179 (Vol 1) https://hdl.handle.net/2027/uc1.b3013180 (Vol 2) https://hdl.handle.net/2027/uc1.b3013181 (vol 3) https://hdl.handle.net/2027/uc1.b3013183 (Vol 4) https://hdl.handle.net/2027/uc1.b3013182 (Vol 5) https://hdl.handle.net/2027/uc1.b3013184 (vol 6) https://hdl.handle.net/2027/uc1.b3013185 (Vol 7),French,https://www.worldcat.org/oclc/490403260,,,,,
